,id,listing_type,title,property_name,project,location,price,price_per_sqft,area,area_unit,area_type,bhk,bathrooms,possession,highlights,nearby,description,builder,posted_by,image,url,configurations,source_page
5801,W88466788,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",L&T Crescent Bay,"Parel, Mumbai",₹3.55 Cr,"₹39,444 /sqft",900 sqft,(84 sqm),Carpet Area,2 BHK,2.0,Ready To Move,10th out of 59 Floors | Overlooking Park,,"This property faces the east direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 900 sq.Ft. This flat lies on the 10th level of a 59 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The beautifully desig...",Kothari Realtors,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-parel-south-mumbai-900-sqft-r1-spid-W88466788,,1
5802,T92113068,PROPERTY,"3 BHK Flat in Parmanand Wadi, Parel","3 BHK Flat in Parmanand Wadi, Parel",Omkar Veda Exclusive,"Parmanand Wadi, Parel",₹4.5 Cr,"₹32,608 /sqft","1,380 sqft",(128 sqm),Built-up Area,3 BHK,4.0,Ready To Move,21st out of 27 Floors | Overlooking Park,,Multistorey apartment is available for sale. Beautiful sea views from the balconies. Natural light and good ventilation.Please contact for more details.,Homes For All Real Estate Private Limited,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-omkar-veda-exclusive-parmanand-wadi-mumbai-south-1380-sqft-spid-T92113068,,1
5803,385401,PROJECT,The Edge,The Edge,,"Lalbaug, Parel",₹4.09 - 4.48 Cr | ₹6.5 Cr,,,,,3 BHK,,,,Pathfinders Preschool LLP | ESI Mahatma Gandhi Hospital,"Spacious 2,3 BHK apartments in Lalbaug are available for sale.Check out latest property options at The Edge housing society. Prices of apartments in this project, vary between Rs. 4.09 - 6.5 Cr. The Edge has apartments in multiple configurations, in range of 804 - 1,279 sqft. The Edge 's RERA registration number is P51900032613",Tejukaya Corp,,,https://www.99acres.com/the-edge-lalbaug-south-mumbai-npxid-r385401,2 BHK Apartment: ₹4.09 - 4.48 Cr | 3 BHK Apartment: ₹6.5 Cr,1
5804,267047,PROJECT,Runwal Nirvana,Runwal Nirvana,,"Parel, Mumbai",₹3.49 Cr | ₹4.63 Cr,,,,,3 BHK,,,,JBCN International School in Parel | Ambedkar Nagar Monorail,"Beautiful 2,3 BHK apartments in Parel, are now available in Runwal Nirvana housing project. The housing society is RERA-registered with P51900010100 registration number. Apartments in Runwal Nirvana have CARPET area ranging between 758 - 1,006 sqft. Prices of apartments in this project, vary between Rs. 3.49 - 4.63 Cr",Runwal Realty,,,https://www.99acres.com/runwal-nirvana-parel-south-mumbai-npxid-r267047,2 BHK Apartment: ₹3.49 Cr | 3 BHK Apartment: ₹4.63 Cr,1
5805,T88467006,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",L&T Crescent Bay,"Parel, Mumbai",₹3.65 Cr,"₹38,179 /sqft",956 sqft,(89 sqm),Carpet Area,2 BHK,2.0,Ready To Move,2nd out of 59 Floors | Overlooking Park,,"This property faces the east direction. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 956 sq.Ft. This flat lies on the 2nd level of a 59 storey building. This is a ready to move project and the property is 1-5 years old. The well built vitrified flooring enhances the aesthetic appeal of this flat. Many of the modern amenities being offered, like...",Kothari Realtors,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-parel-south-mumbai-956-sqft-r1-spid-T88467006,,1
5806,Y85319386,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",L&T Crescent Bay,"Parel, Mumbai",₹3.63 Cr,"₹40,333 /sqft",900 sqft,(84 sqm),Carpet Area,2 BHK,2.0,Ready To Move,15th out of 59 Floors | Overlooking Park,,"This 2 bhk flat is located in l&t crescent bay, which houses some of the most spacious flats in parel, mumbai south. This is a east-Facing property. Constructed on a carpet area of 900 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 15th floor of a 59 floors tall building. Being a ready to move project, you can expect immediate possession of th...",Kothari Realtors,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-parel-south-mumbai-900-sqft-r3-spid-Y85319386,,1
5807,O92621824,PROPERTY,"3 BHK Flat in Parel East, Mumbai","3 BHK Flat in Parel East, Mumbai",Ruparel Jewel,"Parel East, Mumbai",₹7.5 Cr,"₹30,000 /sqft","2,500 sqft",(232 sqm),Super Built-up Area,3 BHK,4.0,Ready To Move,27th out of 63 Floors | Overlooking Park,,"The flat is south-East-Facing. Containing 3 bedroom(s), 4 bathrooms and 2 balconies, this flat is spread over a super built up area of 2500 sq.Ft. The residential building has 63 floors in total and the flat for sale is located on the 27th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The well built vitrified flooring enhances the aesth...",FIVE PILLARS,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ruparel-jewel-parel-east-south-mumbai-2500-sqft-spid-O92621824,,1
5808,W92571700,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",L&T Crescent Bay,"Parel, Mumbai",₹3.75 Cr,"₹43,757 /sqft",857 sqft,(124 sqm),Carpet Area,2 BHK,2.0,Ready To Move,40th out of 59 Floors | Overlooking Sea,,"This is market priced 2bhk available for immediate purchase in tower 2 - 40th floor of l&t crescent bay parel. Refer the attached photographs for a preview and if you are a genuine buyer with ready funds, looking for a deal under 4cr all inclusive.... Then this is the matching option for you.",Ameya Digambar Nar Real Estate Advisor And Cons,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-parel-south-mumbai-1335-sqft-spid-W92571700,,1
5809,X92036250,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",L&T Crescent Bay,"Parel, Mumbai",₹3.55 Cr,"₹44,375 /sqft",800 sqft,(74 sqm),Carpet Area,2 BHK,2.0,Ready To Move,19th out of 59 Floors | Overlooking Park,,"L&t crescent bay is a prominent residential complex, with all the modern amenities, 21 st floor features, gym, cafe lounge, yoga room & restaurant. World class amenities: Club house, swimming pool, garden, kids play area and more. This 2bhk flat features a balcony, offering open city view, from the 21st floor. Its a semi furnished flat, with wardrobes, and other basic fit outs. For more details...",Naman Reality,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-parel-south-mumbai-800-sqft-spid-X92036250,,1
5810,G89403377,PROPERTY,"3 BHK Flat in Bhoiwada, Parel","3 BHK Flat in Bhoiwada, Parel",L&T Crescent Bay,"Bhoiwada, Parel",₹6.1 Cr,"₹29,047 /sqft","2,100 sqft",(195 sqm),Built-up Area,3 BHK,3.0,Ready To Move,20th out of 50 Floors | Vaastu Compliant,,"3bhk in crescent bay well light and ventilated with uninstructed view on 20 floor. Newly refurbished with modern cupboards, wooden flooring and modular kitchen available for immediate sale.",Owner,1mo ago,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-bhoiwada-parel-2100-sqft-r1-spid-G89403377,,1
5811,N85319472,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",L&T Crescent Bay,"Parel, Mumbai",₹3.63 Cr,"₹42,209 /sqft",860 sqft,(80 sqm),Carpet Area,2 BHK,2.0,Ready To Move,25th out of 59 Floors | Overlooking Park,,"L&t crescent bay is one of the most popular destination for buying apartments/ flats in parel, mumbai south. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is facing the east direction. Constructed on a carpet area of 860 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . The flat has a total of 59 floors and this property is situated on 25th floor. An ad...",Kothari Realtors,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-parel-south-mumbai-860-sqft-r1-spid-N85319472,,1
5812,O90172988,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",Peninsula Celestia Spaces,"Parel, Mumbai",₹3.6 Cr,"₹42,806 /sqft",841 sqft,(78 sqm),Carpet Area,2 BHK,2.0,Under Construction,18th out of 50 Floors | North-East Facing,,"The flat is north-East-Facing. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a carpet area of 841 sq.Ft. The flat has a total of 50 floors and this property is situated on 18th floor. The flat comes well built with vitrified flooring options. The society complex is in the close vicinity of close to railway station, making it an ideal home for a relaxed lifestyle. The flat will...",THRIVE SPACES PRIVATE LIMITED,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-peninsula-celestia-spaces-parel-south-mumbai-841-sqft-r1-spid-O90172988,,1
5813,Y92046472,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",Peninsula Celestia Spaces,"Parel, Mumbai",₹3.85 Cr,"₹28,667 /sqft","1,343 sqft",(125 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,28th out of 50 Floors | Overlooking Park,,"Peninsula celestia spaces in parel, mumbai is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 2bhk and 3bhk apartments available in this project. This housing society is now ready to be called home as families have started moving i...",Vaibhav Realty,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-peninsula-celestia-spaces-parel-south-mumbai-1343-sqft-spid-Y92046472,,1
5814,Z77449491,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",Lodha Venezia,"Parel, Mumbai",₹4.1 Cr,"₹39,385 /sqft","1,041 sqft",(97 sqm),Built-up Area,2 BHK,2.0,Ready To Move,55th out of 65 Floors | Overlooking Main Road,,"This beautiful 2 bhk flat in parel, mumbai south is situated in lodha venezia, one of the popular residential society in mumbai south. The flat is east-Facing. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a built up area of 1042 sq.Ft. The residential building has 65 floors in total and the flat for sale is located on the 55th...",Parmar Properties and Infrastructure Pvt. Ltd.,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lodha-venezia-parel-south-mumbai-1041-sqft-r6-spid-Z77449491,,2
5815,Z85318762,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",L&T Crescent Bay,"Parel, Mumbai",₹3.7 Cr,"₹38,702 /sqft",956 sqft,(89 sqm),Carpet Area,2 BHK,2.0,Ready To Move,17th out of 59 Floors | Overlooking Park,,"Check out this 2 bhk apartment for sale in l&t crescent bay, a popular residential project that houses in-Demand flats in parel, mumbai south. The flat is east-Facing. The flat is over 956 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms . The residential building has 59 floors in total and the flat for sale is located on the 17th floor. An added advantage of this 1-5 years old flat ...",Kothari Realtors,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-parel-south-mumbai-956-sqft-r1-spid-Z85318762,,2
5816,W92312640,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",Bhoomi Simana,"Parel, Mumbai",₹4.45 Cr,"₹37,332 /sqft","1,192 sqft",(111 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,20th out of 53 Floors | North-East Facing,,"The flat is facing the north-East direction. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a super built up area of 1192 sq.Ft. The flat has a total of 53 floors and this property is situated on 20th floor. As the project is already ready to move, so you can easily move into this 0-1 year old property. The well built vitrified flooring enhances the aesthetic appeal of this fla...",PROPSERVE INDIA REALTY LLP,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bhoomi-simana-parel-south-mumbai-1192-sqft-spid-W92312640,,2
5817,S92312894,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",Bhoomi Simana,"Parel, Mumbai",₹4.46 Cr,"₹37,510 /sqft","1,189 sqft",(110 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,21st out of 53 Floors | North-East Facing,,"This is a north-East-Facing property. The flat occupies a super built up area of 1189 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . The property is located on the 21st floor of a 53 floors tall building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully designed using v...",PROPSERVE INDIA REALTY LLP,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bhoomi-simana-parel-south-mumbai-1189-sqft-spid-S92312894,,2
5818,C92240862,PROPERTY,"3 BHK Flat in Parel, Mumbai","3 BHK Flat in Parel, Mumbai",Ruparel Ariana,"Parel, Mumbai",₹4.5 Cr,"₹36,691 /sqft","1,226.44 sqft",(114 sqm),Carpet Area,3 BHK,3.0,Ready To Move,55th out of 73 Floors | Overlooking Park,,"This residential flat is east-Facing direction. The flat is over 114 sq.M. Carpet area and comes with 3 bedroom(s), 3 bathrooms . The residential building has 73 floors in total and the flat for sale is located on the 55th floor. This is a ready to move project and the property is 1-5 years old. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. Th...",IMPERIAL ESTATE,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ruparel-ariana-parel-south-mumbai-1226-sqft-spid-C92240862,,2
5819,J91899458,PROPERTY,"3 BHK Flat in Parel, Mumbai","3 BHK Flat in Parel, Mumbai",Ruparel Ariana,"Parel, Mumbai",₹4.31 Cr,"₹35,154 /sqft","1,226 sqft",(114 sqm),Carpet Area,3 BHK,3.0,Ready To Move,71st out of 73 Floors | Overlooking Park,,"The flat is east-Facing. The flat is over 1226 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms . The flat has a total of 73 floors and this property is situated on 71st floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The concrete flooring of this flat is beautifully designed and helps to gi...",Real Estate Master,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ruparel-ariana-parel-south-mumbai-1226-sqft-spid-J91899458,,2
5820,33652,PROJECT,Peninsula Celestia Spaces,Peninsula Celestia Spaces,,"Parel, Mumbai",₹3.5 Cr | ₹8 Cr,,,,,3 BHK,,,,King Edward Memorial Hospital | Eastern Freeway,"Peninsula Celestia Spaces society now offers elegantly built 2,3 BHK apartments in Parel. Apartment prices in this housing society vary in the range of Rs. 3.5 - 8 Cr. Here units have different sizes, mostly in range of 1,343 - 1,397 sqft SUPER area. Peninsula Celestia Spaces is a RERA- registered society and P51900005432 is the RERA registration number",Peninsula Land,,,https://www.99acres.com/peninsula-celestia-spaces-parel-south-mumbai-npxid-r33652,2 BHK Apartment: ₹3.5 Cr | 3 BHK Apartment: ₹8 Cr,2
5821,S91694312,PROPERTY,"3 BHK Flat in Parel, Mumbai","3 BHK Flat in Parel, Mumbai",Ruparel Ariana,"Parel, Mumbai",₹4.3 Cr,"₹35,073 /sqft","1,226 sqft",(114 sqm),Carpet Area,3 BHK,3.0,Ready To Move,50th out of 73 Floors | Overlooking Park,,"This is a east-Facing property. The flat is over 1226 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. The flat has a total of 73 floors and this property is situated on 50th floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The well built concrete flooring enhances the aesthetic appeal of this flat. All the modern...",Real Estate Master,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ruparel-ariana-parel-south-mumbai-1226-sqft-spid-S91694312,,2
5822,V93082720,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",Ruparel Ariana,"Parel, Mumbai",₹3.9 Cr,"₹48,447 /sqft",805 sqft,(75 sqm),Carpet Area,2 BHK,2.0,Ready To Move,58th out of 65 Floors | Overlooking Main Road,,"Behold the splendour of ruperal ariana. Where luxury is redefined. Where every inch is moulded to perfection. And where unstinting luxury speaks about the grandness, sprawled all around it. With its massive height making it a 73 storeyed elegant tower, ariana is all set to give you a life as majestic as kings. As grand as the grandness itself.",Property Pro,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ruparel-ariana-parel-south-mumbai-805-sqft-spid-V93082720,,2
5823,Q93139122,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",Peninsula Celestia Spaces,"Parel, Mumbai",₹4 Cr,"₹40,000 /sqft","1,000 sqft",(93 sqm),Built-up Area,2 BHK,2.0,Ready To Move,30th out of 50 Floors | Vaastu Compliant,,"This residential flat is east-Facing direction. The flat is over 1000 sq.Ft. Built up area and comes with 2 bedroom(s), 2 bathrooms . The residential building has 50 floors in total and the flat for sale is located on the 30th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The beautifully designed ma...",BRC REALTY,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-peninsula-celestia-spaces-parel-south-mumbai-1000-sqft-spid-Q93139122,,2
5824,F92604176,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",Rajkamal Heights,"Parel, Mumbai",₹4 Cr,"₹40,000 /sqft","1,000 sqft",(93 sqm),Built-up Area,2 BHK,2.0,Ready To Move,6th out of 11 Floors | East Facing,,"This is a east-Facing property. The floor plan additionally contains 2 bedroom(s), 2 bathrooms . All in all, the flat is spread over a built up area of 1000 sq.Ft. This flat is situated on the 6th floor of this 11 floors tall residential building. As the project is already ready to move, so you can easily move into this 10+ years old property. The well built ceramic flooring enhances the aesthe...",Kumar Estate Agency,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rajkamal-heights-parel-south-mumbai-1000-sqft-spid-F92604176,,2
5825,B92388554,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",L&T Crescent Bay,"Parel, Mumbai",₹3.8 Cr,"₹42,222 /sqft",900 sqft,(84 sqm),Carpet Area,2 BHK,2.0,Under Construction,39th out of 49 Floors,,"The flat is south-East-Facing. The flat is over 900 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 49 floors in total and the flat for sale is located on the 39th floor. The well built marble flooring enhances the aesthetic appeal of this flat. Proximity to landmarks like close to school, close to hospital and close to railway station mak...",IMPERIAL ESTATE,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-parel-south-mumbai-900-sqft-spid-B92388554,,2
5826,C92036456,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",Peninsula Ashok Towers,"Parel, Mumbai",₹5 Cr,"₹66,666 /sqft",750 sqft,(70 sqm),Carpet Area,2 BHK,2.0,Ready To Move,24th out of 50 Floors | Overlooking Park,,"Set within an expansive 22acre land parcel, ashok towers, with its 4 iconic towers, redefines luxury living as parels most prestigious residential project. Offering unmatched modern amenities and a lifestyle of elegance. This 2 bhk flat is available for rent in peninsula ashok towers at a monthly rent of 5.50 cr. Carpet area 800 sq.Ftt, in a semi furnished condition, situated on the 20th floor ...",Naman Reality,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-peninsula-ashok-towers-parel-south-mumbai-750-sqft-spid-C92036456,,2
5827,J85624404,PROPERTY,"3 BHK Flat in Parel, Mumbai","3 BHK Flat in Parel, Mumbai",L&T Crescent Bay,"Parel, Mumbai",₹5.08 Cr,"₹41,067 /sqft","1,237 sqft",(115 sqm),Carpet Area,3 BHK,2.0,Ready To Move,25th out of 59 Floors | Overlooking Park,,"This beautiful 3 bhk flat in parel, mumbai south is situated in l&t crescent bay, one of the popular residential society in mumbai south. The flat is east-Facing. The flat occupies a carpet area of 1237 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 2 balconies. The flat has a total of 59 floors and this property is situated on 25th floor. This 1-5 years old property is available for immed...",Kothari Realtors,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-parel-south-mumbai-1237-sqft-r2-spid-J85624404,,2
5828,L93351528,PROPERTY,"3 BHK Flat in Parel, Mumbai","3 BHK Flat in Parel, Mumbai",Rajkamal Heights,"Parel, Mumbai",₹4.6 Cr,"₹32,857 /sqft","1,400 sqft",(130 sqm),Built-up Area,3 BHK,3.0,Ready To Move,7th out of 20 Floors | North Facing,,"This is a north-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms . All in all, the flat is spread over a built up area of 1400 sq.Ft. This flat is situated on the 7th floor of this 20 floors tall residential building. This 10+ years old property is available for immediate possession as the project is ready to move. The flat comes well built with ceramic flooring o...",Kumar Estate Agency,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rajkamal-heights-parel-south-mumbai-1400-sqft-spid-L93351528,,2
5829,H91501930,PROPERTY,"3 BHK Flat in Parel, Mumbai","3 BHK Flat in Parel, Mumbai",Peninsula Celestia Spaces,"Parel, Mumbai",₹5.1 Cr,"₹27,567 /sqft","1,850 sqft",(172 sqm),Super Built-up Area,3 BHK,3.0,Ready To Move,5th out of 50 Floors | Overlooking Park,,"Peninsula celestia spaces in parel, mumbai is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 2bhk and 3bhk apartments available in this project. This housing society is now ready to be called home as families have started moving i...",Vaibhav Realty,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-peninsula-celestia-spaces-parel-south-mumbai-1850-sqft-spid-H91501930,,2
5830,O92348560,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",Peninsula Celestia Spaces,"Parel, Mumbai",₹4.25 Cr,"₹48,850 /sqft",870 sqft,(81 sqm),Carpet Area,2 BHK,2.0,Ready To Move,49th out of 50 Floors | Overlooking Park,,"Situated on the 49th floor of a high-Rise at peninsula celestia spaces, this 2 bhk flat offers 870 sqft of modern living space. With 2 bedrooms and 2 bathrooms, the unit is just 1-5 years old and available immediately. Enjoy nearby amenities including a gym, clubhouse, pool, and excellent connectivity to mumbai sewri railway and mint colony metro station.",Owner,1mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-peninsula-celestia-spaces-parel-south-mumbai-870-sqft-spid-O92348560,,2
5831,Z92621936,PROPERTY,"3 BHK Flat in Parel East, Mumbai","3 BHK Flat in Parel East, Mumbai",Ruparel Jewel,"Parel East, Mumbai",₹7.75 Cr,"₹32,024 /sqft","2,420 sqft",(225 sqm),Super Built-up Area,3 BHK,4.0,Ready To Move,30th out of 63 Floors | Overlooking Park,,"The flat is facing the north-East direction. The flat is over 2420 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 2 balconies. This flat lies on the 30th level of a 63 storey building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pleas...",FIVE PILLARS,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ruparel-jewel-parel-east-south-mumbai-2420-sqft-spid-Z92621936,,2
5832,G85607144,PROPERTY,"2 BHK Flat in Parel, Mumbai","2 BHK Flat in Parel, Mumbai",L&T Crescent Bay,"Parel, Mumbai",₹3.68 Cr,"₹42,790 /sqft",860 sqft,(80 sqm),Carpet Area,2 BHK,2.0,Ready To Move,33rd out of 59 Floors | Overlooking Park,,"This 2 bhk apartment is available for sale in l&t crescent bay, one of the most prominent projects for flats in parel, mumbai south. The flat is east-Facing. Constructed on a carpet area of 860 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . This flat is situated on the 33rd floor of this 59 floors tall residential building. An added advantage of this 1-5 years old flat is that it is ava...",Kothari Realtors,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-parel-south-mumbai-860-sqft-r1-spid-G85607144,,2
5833,T93022692,PROPERTY,"3 BHK Flat in Parel, Mumbai","3 BHK Flat in Parel, Mumbai",L&T Crescent Bay,"Parel, Mumbai",₹6.35 Cr,"₹28,222 /sqft","2,250 sqft",(209 sqm),Super Built-up Area,3 BHK,3.0,Ready To Move,30th out of 54 Floors | Overlooking Sea,,"Constructed on a super built up area of 2250 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The residential building has 54 floors in total and the flat for sale is located on the 30th floor, series 4. This residential property is still under construction and will be available for possession immediately. Many of the modern amenities being offered, like swimming ...",Owner,1w ago,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-parel-south-mumbai-2250-sqft-spid-T93022692,,2
5834,O93359704,PROPERTY,"3 BHK Flat in Parel, Mumbai","3 BHK Flat in Parel, Mumbai",Om Dharti Heights,"Parel, Mumbai",₹4.97 Cr,"₹46,018 /sqft","1,080 sqft",(100 sqm),Carpet Area,3 BHK,3.0,Ready To Move,23rd out of 39 Floors | 2 side open,,"The flat is facing the west direction. The flat occupies a carpet area of 1080 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The property is located on the 23rd floor of a 39 floors tall building. As the property is currently under construction , you can expect to get the possession immediately. The vitrified flooring of this flat is beautifully designed and helps to give it ...",Ask realtors,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-om-dharti-heights-parel-south-mumbai-1080-sqft-spid-O93359704,,2
5835,A92289772,PROPERTY,"3 BHK Flat in Parel, Mumbai","3 BHK Flat in Parel, Mumbai",Lodha Venezia,"Parel, Mumbai",₹5.3 Cr,"₹48,181 /sqft","1,100 sqft",(102 sqm),Carpet Area,3 BHK,3.0,Ready To Move,28th out of 65 Floors | 2 Covered Parking,,"Constructed on a carpet area of 1100 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the 28th floor of this 65 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. All the modern amenities such as swimming pool, gymnasium, club house, park, lift(s), security guard and ma...",Shree Tirupati Estate Agency,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lodha-venezia-parel-south-mumbai-1100-sqft-spid-A92289772,,2
5836,S92027072,PROPERTY,"3 BHK Flat in Parel East, Mumbai","3 BHK Flat in Parel East, Mumbai",L&T Crescent Bay,"Parel East, Mumbai",₹7.5 Cr,"₹51,724 /sqft","1,450 sqft",(135 sqm),Carpet Area,3 BHK,3.0,Ready To Move,52nd out of 59 Floors | Overlooking Park,,"This is a east-Facing property. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a carpet area of 1450 sq.Ft. This flat lies on the 52nd level of a 59 storey building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring ...",Xtreme Properties,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-crescent-bay-parel-east-south-mumbai-1450-sqft-spid-S92027072,,2
